date,Building0,Building1,Building3,Building4,Building5,Building6,Solar0,Solar1,Solar2,Solar3,Solar4,Solar5,temperature,dewpoint_temperature,wind_speed,mean_sea_level_pressure,relative_humidity_01,surface_solar_radiation,surface_thermal_radiation,total_cloud_cover,month,day,hour,COVID,Break,Semester,Exams,Monash_occupancy
2020-11-01 02:30:00,,,,,,,,,,,,,16.875,10.25,3.895,102353.29999999999,0.645,884.29,329.94,0.815,11,01,02,1,0.0,1.0,0.0,0.3
2020-11-01 02:45:00,,,,,,,,,,,,,17.0175,10.325,3.9675000000000002,102340.295,0.6425000000000001,899.72,326.73,0.7675,11,01,02,1,0.0,1.0,0.0,0.3
2020-11-01 03:00:00,,,,,,,,,,,,,17.16,10.4,4.04,102327.29,0.64,915.15,323.52,0.72,11,01,03,1,0.0,1.0,0.0,0.3
2020-11-01 03:15:00,,,,,,,,,,,,,17.259999999999998,10.4575,4.075,102324.81,0.64,907.0875,321.0275,0.6575,11,01,03,1,0.0,1.0,0.0,0.3
2020-11-01 03:30:00,,,,,,,,,,,,,17.36,10.515,4.109999999999999,102322.32999999999,0.64,899.025,318.53499999999997,0.595,11,01,03,1,0.0,1.0,0.0,0.3
2020-11-01 03:45:00,,,,,,,,,,,,,17.46,10.572500000000002,4.145,102319.84999999999,0.64,890.9625,316.0425,0.5325,11,01,03,1,0.0,1.0,0.0,0.3
2020-11-01 04:00:00,,,,,,,,,,,,,17.56,10.63,4.18,102317.37,0.64,882.9,313.55,0.47,11,01,04,1,0.0,1.0,0.0,0.3
2020-11-01 04:15:00,,,,,,,,,,,,,17.5325,10.6425,4.175,102304.45749999999,0.64,866.51,310.1125,0.4125,11,01,04,1,0.0,1.0,0.0,0.3
2020-11-01 04:30:00,,,,,,,,,,,,,17.505,10.655000000000001,4.17,102291.545,0.64,850.12,306.675,0.355,11,01,04,1,0.0,1.0,0.0,0.3
2020-11-01 04:45:00,,,,,,,,,,,,,17.4775,10.6675,4.165,102278.6325,0.64,833.73,303.2375,0.2975,11,01,04,1,0.0,1.0,0.0,0.3
2020-11-01 05:00:00,,,,,,,,,,,,,17.45,10.68,4.16,102265.72,0.64,817.34,299.8,0.24,11,01,05,1,0.0,1.0,0.0,0.3
2020-11-01 05:15:00,,,,,,,,,,,,,17.4175,10.7425,4.225,102266.08,0.645,775.265,299.7475,0.2075,11,01,05,1,0.0,1.0,0.0,0.3
2020-11-01 05:30:00,,,,,,,,,,,,,17.384999999999998,10.805,4.29,102266.44,0.65,733.19,299.695,0.175,11,01,05,1,0.0,1.0,0.0,0.3
2020-11-01 05:45:00,,,,,,,,,,,,,17.3525,10.8675,4.355,102266.8,0.655,691.115,299.6425,0.1425,11,01,05,1,0.0,1.0,0.0,0.3
2020-11-01 06:00:00,,,,,,,,,,,,,17.32,10.93,4.42,102267.16,0.66,649.04,299.59,0.11,11,01,06,1,0.0,1.0,0.0,0.3
2020-11-01 06:15:00,,,,,,,,,,,,,17.155,10.9275,4.49,102280.32,0.6675,598.6125,298.8875,0.0825,11,01,06,1,0.0,1.0,0.0,0.3
2020-11-01 06:30:00,,,,,,,,,,,,,16.990000000000002,10.925,4.5600000000000005,102293.48000000001,0.675,548.185,298.18499999999995,0.055,11,01,06,1,0.0,1.0,0.0,0.3
2020-11-01 06:45:00,,,,,,,,,,,,,16.825,10.9225,4.63,102306.64,0.6825,497.7575,297.48249999999996,0.027499999999999997,11,01,06,1,0.0,1.0,0.0,0.3
2020-11-01 07:00:00,,,,,,,,,,,,,16.66,10.92,4.7,102319.8,0.69,447.33,296.78,0.0,11,01,07,1,0.0,1.0,0.0,0.3
2020-11-01 07:15:00,,,,,,,,,,,,,16.3575,10.86,4.65,102329.765,0.7,392.5875,296.1925,0.0,11,01,07,1,0.0,1.0,0.0,0.3
2020-11-01 07:30:00,,,,,,,,,,,,,16.055,10.8,4.6,102339.73000000001,0.71,337.845,295.605,0.0,11,01,07,1,0.0,1.0,0.0,0.3
2020-11-01 07:45:00,,,,,,,,,,,,,15.7525,10.74,4.55,102349.695,0.72,283.1025,295.0175,0.0,11,01,07,1,0.0,1.0,0.0,0.3
2020-11-01 08:00:00,,,,,,,,,,,,,15.45,10.68,4.5,102359.66,0.73,228.36,294.43,0.0,11,01,08,1,0.0,1.0,0.0,0.3
2020-11-01 08:15:00,,,,,,,,,,,,,15.084999999999999,10.6375,4.39,102377.675,0.7475,182.5275,293.6125,0.0,11,01,08,1,0.0,1.0,0.0,0.3
2020-11-01 08:30:00,,,,,,,,,,,,,14.719999999999999,10.594999999999999,4.279999999999999,102395.69,0.765,136.695,292.795,0.0,11,01,08,1,0.0,1.0,0.0,0.3
2020-11-01 08:45:00,,,,,,,,,,,,,14.355,10.5525,4.17,102413.705,0.7825,90.86250000000001,291.9775,0.0,11,01,08,1,0.0,1.0,0.0,0.3
2020-11-01 09:00:00,,,,,,,,,,,,,13.99,10.51,4.06,102431.72,0.8,45.03,291.16,0.0,11,01,09,1,0.0,1.0,0.0,0.3
2020-11-01 09:15:00,,,,,,,,,,,,,13.6725,10.4225,3.8474999999999997,102446.565,0.81,33.7725,290.33750000000003,0.0,11,01,09,1,0.0,1.0,0.0,0.3
2020-11-01 09:30:00,,,,,,,,,,,,,13.355,10.335,3.635,102461.41,0.8200000000000001,22.515,289.515,0.0,11,01,09,1,0.0,1.0,0.0,0.3
2020-11-01 09:45:00,,,,,,,,,,,,,13.037500000000001,10.2475,3.4225,102476.255,0.83,11.2575,288.6925,0.0,11,01,09,1,0.0,1.0,0.0,0.3
2020-11-01 10:00:00,,,,,,,,,,,,,12.72,10.16,3.21,102491.1,0.84,0.0,287.87,0.0,11,01,10,1,0.0,1.0,0.0,0.3
2020-11-01 10:15:00,,,,,,,,,,,,,12.572500000000002,10.1425,3.1525,102505.72,0.8474999999999999,0.0,287.355,0.0125,11,01,10,1,0.0,1.0,0.0,0.3
2020-11-01 10:30:00,,,,,,,,,,,,,12.425,10.125,3.0949999999999998,102520.34,0.855,0.0,286.84000000000003,0.025,11,01,10,1,0.0,1.0,0.0,0.3
2020-11-01 10:45:00,,,,,,,,,,,,,12.2775,10.1075,3.0375,102534.96,0.8625,0.0,286.325,0.037500000000000006,11,01,10,1,0.0,1.0,0.0,0.3
2020-11-01 11:00:00,,,,,,,,,,,,,12.13,10.09,2.98,102549.58,0.87,0.0,285.81,0.05,11,01,11,1,0.0,1.0,0.0,0.3
2020-11-01 11:15:00,,,,,,,,,,,,,11.89,9.9625,2.8049999999999997,102554.8825,0.8775,0.0,285.7175,0.052500000000000005,11,01,11,1,0.0,1.0,0.0,0.3
2020-11-01 11:30:00,,,,,,,,,,,,,11.65,9.835,2.63,102560.185,0.885,0.0,285.625,0.055,11,01,11,1,0.0,1.0,0.0,0.3
2020-11-01 11:45:00,,,,,,,,,,,,,11.41,9.7075,2.455,102565.48749999999,0.8925000000000001,0.0,285.5325,0.057499999999999996,11,01,11,1,0.0,1.0,0.0,0.3
2020-11-01 12:00:00,,,,,,,,,,,,,11.17,9.58,2.28,102570.79,0.9,0.0,285.44,0.06,11,01,12,1,0.0,1.0,0.0,0.3
2020-11-01 12:15:00,,,,,,,,,,,,,11.1375,9.575,2.2775,102571.83499999999,0.9025000000000001,0.0,285.3175,0.0725,11,01,12,1,0.0,1.0,0.0,0.3
2020-11-01 12:30:00,,,,,,,,,,,,,11.105,9.57,2.275,102572.88,0.905,0.0,285.195,0.08499999999999999,11,01,12,1,0.0,1.0,0.0,0.3
2020-11-01 12:45:00,,,,,,,,,,,,,11.0725,9.565000000000001,2.2725,102573.925,0.9075,0.0,285.0725,0.0975,11,01,12,1,0.0,1.0,0.0,0.3
2020-11-01 13:00:00,,,,,,,,,,,,,11.04,9.56,2.27,102574.97,0.91,0.0,284.95,0.11,11,01,13,1,0.0,1.0,0.0,0.3
2020-11-01 13:15:00,,,,,,,,,,,,,11.01,9.5775,2.18,102565.7075,0.9125000000000001,0.0,284.84499999999997,0.18,11,01,13,1,0.0,1.0,0.0,0.3
2020-11-01 13:30:00,,,,,,,,,,,,,10.98,9.595,2.09,102556.445,0.915,0.0,284.74,0.25,11,01,13,1,0.0,1.0,0.0,0.3
2020-11-01 13:45:00,,,,,,,,,,,,,10.95,9.6125,2.0,102547.1825,0.9175,0.0,284.635,0.32,11,01,13,1,0.0,1.0,0.0,0.3
2020-11-01 14:00:00,,,,,,,,,,,,,10.92,9.63,1.91,102537.92,0.92,0.0,284.53,0.39,11,01,14,1,0.0,1.0,0.0,0.3
2020-11-01 14:15:00,,,,,,,,,,,,,10.71,9.540000000000001,1.7625,102536.5425,0.9275,0.0,284.325,0.5325,11,01,14,1,0.0,1.0,0.0,0.3
2020-11-01 14:30:00,,,,,,,,,,,,,10.5,9.45,1.615,102535.16500000001,0.935,0.0,284.12,0.675,11,01,14,1,0.0,1.0,0.0,0.3
2020-11-01 14:45:00,,,,,,,,,,,,,10.29,9.36,1.4675,102533.7875,0.9425,0.0,283.91499999999996,0.8175,11,01,14,1,0.0,1.0,0.0,0.3
2020-11-01 15:00:00,,,,,,,,,,,,,10.08,9.27,1.32,102532.41,0.95,0.0,283.71,0.96,11,01,15,1,0.0,1.0,0.0,0.3
2020-11-01 15:15:00,,,,,,,,,,,,,10.120000000000001,9.2925,1.2675,102520.7875,0.9475,0.0,286.835,0.97,11,01,15,1,0.0,1.0,0.0,0.3
2020-11-01 15:30:00,,,,,,,,,,,,,10.16,9.315,1.215,102509.16500000001,0.945,0.0,289.96,0.98,11,01,15,1,0.0,1.0,0.0,0.3
2020-11-01 15:45:00,,,,,,,,,,,,,10.2,9.337499999999999,1.1625,102497.5425,0.9424999999999999,0.0,293.085,0.99,11,01,15,1,0.0,1.0,0.0,0.3
2020-11-01 16:00:00,,,,,,,,,,,,,10.24,9.36,1.11,102485.92,0.94,0.0,296.21,1.0,11,01,16,1,0.0,1.0,0.0,0.3
2020-11-01 16:15:00,,,,,,,,,,,,,10.2375,9.397499999999999,1.0450000000000002,102498.0275,0.9424999999999999,0.0,298.36,1.0,11,01,16,1,0.0,1.0,0.0,0.3
2020-11-01 16:30:00,,,,,,,,,,,,,10.235,9.434999999999999,0.98,102510.13500000001,0.945,0.0,300.51,1.0,11,01,16,1,0.0,1.0,0.0,0.3
2020-11-01 16:45:00,,,,,,,,,,,,,10.2325,9.4725,0.915,102522.24250000001,0.9475,0.0,302.65999999999997,1.0,11,01,16,1,0.0,1.0,0.0,0.3
2020-11-01 17:00:00,,,,,,,,,,,,,10.23,9.51,0.85,102534.35,0.95,0.0,304.81,1.0,11,01,17,1,0.0,1.0,0.0,0.3
2020-11-01 17:15:00,,,,,,,,,,,,,10.245000000000001,9.605,0.825,102530.3025,0.955,0.0,306.5575,1.0,11,01,17,1,0.0,1.0,0.0,0.3
2020-11-01 17:30:00,,,,,,,,,,,,,10.26,9.7,0.8,102526.255,0.96,0.0,308.305,1.0,11,01,17,1,0.0,1.0,0.0,0.3
2020-11-01 17:45:00,,,,,,,,,,,,,10.274999999999999,9.795,0.775,102522.2075,0.965,0.0,310.0525,1.0,11,01,17,1,0.0,1.0,0.0,0.3
2020-11-01 18:00:00,,,,,,,,,,,,,10.29,9.89,0.75,102518.16,0.97,0.0,311.8,1.0,11,01,18,1,0.0,1.0,0.0,0.3
2020-11-01 18:15:00,,,,,,,,,,,,,10.305,9.925,0.8375,102521.955,0.9724999999999999,0.0,315.815,1.0,11,01,18,1,0.0,1.0,0.0,0.3
2020-11-01 18:30:00,,,,,,,,,,,,,10.32,9.96,0.925,102525.75,0.975,0.0,319.83000000000004,1.0,11,01,18,1,0.0,1.0,0.0,0.3
2020-11-01 18:45:00,,,,,,,,,,,,,10.334999999999999,9.995,1.0125000000000002,102529.545,0.9775,0.0,323.845,1.0,11,01,18,1,0.0,1.0,0.0,0.3
2020-11-01 19:00:00,,,,,,,,,,,,,10.35,10.03,1.1,102533.34,0.98,0.0,327.86,1.0,11,01,19,1,0.0,1.0,0.0,0.3
2020-11-01 19:15:00,,,,,,,,,,,,,10.445,10.135,1.1775,102546.735,0.98,4.975,329.92,1.0,11,01,19,1,0.0,1.0,0.0,0.3
2020-11-01 19:30:00,,,,,,,,,,,,,10.54,10.239999999999998,1.255,102560.13,0.98,9.95,331.98,1.0,11,01,19,1,0.0,1.0,0.0,0.3
2020-11-01 19:45:00,,,,,,,,,,,,,10.635,10.344999999999999,1.3325,102573.525,0.98,14.924999999999999,334.04,1.0,11,01,19,1,0.0,1.0,0.0,0.3
2020-11-01 20:00:00,,,,,,,,,,,,,10.73,10.45,1.41,102586.92,0.98,19.9,336.1,1.0,11,01,20,1,0.0,1.0,0.0,0.3
2020-11-01 20:15:00,,,,,,,,,,,,,10.89,10.5975,1.4375,102583.85,0.98,47.165,339.3325,0.975,11,01,20,1,0.0,1.0,0.0,0.3
2020-11-01 20:30:00,,,,,,,,,,,,,11.05,10.745,1.4649999999999999,102580.78,0.98,74.43,342.565,0.95,11,01,20,1,0.0,1.0,0.0,0.3
2020-11-01 20:45:00,,,,,,,,,,,,,11.209999999999999,10.892499999999998,1.4925,102577.70999999999,0.98,101.695,345.7975,0.925,11,01,20,1,0.0,1.0,0.0,0.3
2020-11-01 21:00:00,,,,,,,,,,,,,11.37,11.04,1.52,102574.64,0.98,128.96,349.03,0.9,11,01,21,1,0.0,1.0,0.0,0.3
2020-11-01 21:15:00,,,,,,,,,,,,,11.885,11.2775,1.48,102590.7,0.9625,181.41,340.62249999999995,0.8425,11,01,21,1,0.0,1.0,0.0,0.3
2020-11-01 21:30:00,,,,,,,,,,,,,12.399999999999999,11.515,1.44,102606.76000000001,0.9450000000000001,233.86,332.215,0.785,11,01,21,1,0.0,1.0,0.0,0.3
2020-11-01 21:45:00,,,,,,,,,,,,,12.915,11.7525,1.4000000000000001,102622.82,0.9275,286.31,323.8075,0.7275,11,01,21,1,0.0,1.0,0.0,0.3
2020-11-01 22:00:00,,,,,,,,,,,,,13.43,11.99,1.36,102638.88,0.91,338.76,315.4,0.67,11,01,22,1,0.0,1.0,0.0,0.3
2020-11-01 22:15:00,,,,,,,,,,,,,13.965,12.125,1.395,102628.5225,0.8875,397.73249999999996,315.3075,0.595,11,01,22,1,0.0,1.0,0.0,0.3
2020-11-01 22:30:00,,,,,,,,,,,,,14.5,12.26,1.4300000000000002,102618.16500000001,0.865,456.705,315.215,0.52,11,01,22,1,0.0,1.0,0.0,0.3
2020-11-01 22:45:00,,,,,,,,,,,,,15.035,12.395,1.465,102607.8075,0.8425,515.6775,315.12249999999995,0.445,11,01,22,1,0.0,1.0,0.0,0.3
2020-11-01 23:00:00,,,,,,,,,,,,,15.57,12.53,1.5,102597.45,0.82,574.65,315.03,0.37,11,01,23,1,0.0,1.0,0.0,0.3
2020-11-01 23:15:00,,,,,,,,,,,,,16.21,12.7,1.43,102592.5925,0.7975,613.505,317.64,0.2825,11,01,23,1,0.0,1.0,0.0,0.3
2020-11-01 23:30:00,,,,,,,,,,,,,16.85,12.870000000000001,1.3599999999999999,102587.735,0.7749999999999999,652.36,320.25,0.195,11,01,23,1,0.0,1.0,0.0,0.3
2020-11-01 23:45:00,,,,,,,,,,,,,17.49,13.040000000000001,1.29,102582.8775,0.7525,691.215,322.86,0.10750000000000004,11,01,23,1,0.0,1.0,0.0,0.3
2020-11-02 00:00:00,,,,,,,,,,,,,18.13,13.21,1.22,102578.02,0.73,730.07,325.47,0.02,11,02,00,1,0.0,1.0,0.0,0.3
2020-11-02 00:15:00,,,,,,,,,,,,,18.825,13.4525,1.18,102562.10250000001,0.71,778.905,321.765,0.015,11,02,00,1,0.0,1.0,0.0,0.3
2020-11-02 00:30:00,,,,,,,,,,,,,19.52,13.695,1.1400000000000001,102546.185,0.69,827.74,318.06,0.01,11,02,00,1,0.0,1.0,0.0,0.3
2020-11-02 00:45:00,,,,,,,,,,,,,20.215,13.9375,1.1,102530.2675,0.67,876.575,314.355,0.005000000000000001,11,02,00,1,0.0,1.0,0.0,0.3
2020-11-02 01:00:00,,,,,,,,,,,,,20.91,14.18,1.06,102514.35,0.65,925.41,310.65,0.0,11,02,01,1,0.0,1.0,0.0,0.3
2020-11-02 01:15:00,,,,,,,,,,,,,21.3975,14.1275,1.04,102490.75,0.63,942.2249999999999,312.10749999999996,0.0,11,02,01,1,0.0,1.0,0.0,0.3
2020-11-02 01:30:00,,,,,,,,,,,,,21.884999999999998,14.075,1.02,102467.15,0.61,959.04,313.565,0.0,11,02,01,1,0.0,1.0,0.0,0.3
2020-11-02 01:45:00,,,,,,,,,,,,,22.3725,14.0225,1.0,102443.55,0.59,975.855,315.02250000000004,0.0,11,02,01,1,0.0,1.0,0.0,0.3
2020-11-02 02:00:00,,,,,,,,,,,,,22.86,13.97,0.98,102419.95,0.57,992.67,316.48,0.0,11,02,02,1,0.0,1.0,0.0,0.3
2020-11-02 02:15:00,,,,,,,,,,,,,23.2425,13.7575,0.9099999999999999,102401.58,0.5499999999999999,992.1025,318.29,0.0,11,02,02,1,0.0,1.0,0.0,0.3
2020-11-02 02:30:00,,,,,,,,,,,,,23.625,13.545,0.84,102383.20999999999,0.53,991.535,320.1,0.0,11,02,02,1,0.0,1.0,0.0,0.3
2020-11-02 02:45:00,,,,,,,,,,,,,24.0075,13.3325,0.77,102364.84,0.51,990.9675,321.91,0.0,11,02,02,1,0.0,1.0,0.0,0.3
2020-11-02 03:00:00,,,,,,,,,,,,,24.39,13.12,0.7,102346.47,0.49,990.4,323.72,0.0,11,02,03,1,0.0,1.0,0.0,0.3
2020-11-02 03:15:00,,,,,,,,,,,,,24.5575,12.955,0.61,102334.2325,0.48,973.5024999999999,325.1075,0.0,11,02,03,1,0.0,1.0,0.0,0.3
2020-11-02 03:30:00,,,,,,,,,,,,,24.725,12.79,0.52,102321.995,0.47,956.605,326.495,0.0,11,02,03,1,0.0,1.0,0.0,0.3
2020-11-02 03:45:00,,,,,,,,,,,,,24.8925,12.625,0.43,102309.7575,0.46,939.7075,327.8825,0.0,11,02,03,1,0.0,1.0,0.0,0.3
2020-11-02 04:00:00,,,,,,,,,,,,,25.06,12.46,0.34,102297.52,0.45,922.81,329.27,0.0,11,02,04,1,0.0,1.0,0.0,0.3
2020-11-02 04:15:00,,,,,,,,,,,,,25.2025,12.345,0.40750000000000003,102280.87,0.445,891.685,329.9025,0.0075,11,02,04,1,0.0,1.0,0.0,0.3
2020-11-02 04:30:00,,,,,,,,,,,,,25.345,12.23,0.475,102264.22,0.44,860.56,330.53499999999997,0.015,11,02,04,1,0.0,1.0,0.0,0.3
2020-11-02 04:45:00,,,,,,,,,,,,,25.487499999999997,12.115,0.5425,102247.57,0.435,829.435,331.1675,0.0225,11,02,04,1,0.0,1.0,0.0,0.3
2020-11-02 05:00:00,,,,,,,,,,,,,25.63,12.0,0.61,102230.92,0.43,798.31,331.8,0.03,11,02,05,1,0.0,1.0,0.0,0.3
2020-11-02 05:15:00,,,,,,,,,,,,,25.6225,11.86,0.78,102220.195,0.425,756.8974999999999,331.76,0.1175,11,02,05,1,0.0,1.0,0.0,0.3
2020-11-02 05:30:00,,,,,,,,,,,,,25.615000000000002,11.719999999999999,0.95,102209.47,0.42,715.4849999999999,331.72,0.205,11,02,05,1,0.0,1.0,0.0,0.3
2020-11-02 05:45:00,,,,,,,,,,,,,25.6075,11.58,1.12,102198.745,0.415,674.0725,331.68,0.2925,11,02,05,1,0.0,1.0,0.0,0.3
2020-11-02 06:00:00,,,,,,,,,,,,,25.6,11.44,1.29,102188.02,0.41,632.66,331.64,0.38,11,02,06,1,0.0,1.0,0.0,0.3
2020-11-02 06:15:00,,,,,,,,,,,,,25.582500000000003,11.3425,1.4725000000000001,102191.8375,0.4075,583.2875,331.91999999999996,0.445,11,02,06,1,0.0,1.0,0.0,0.3
2020-11-02 06:30:00,,,,,,,,,,,,,25.565,11.245000000000001,1.655,102195.655,0.405,533.915,332.2,0.51,11,02,06,1,0.0,1.0,0.0,0.3
2020-11-02 06:45:00,,,,,,,,,,,,,25.5475,11.1475,1.8375,102199.4725,0.4025,484.5425,332.48,0.575,11,02,06,1,0.0,1.0,0.0,0.3
2020-11-02 07:00:00,,,,,,,,,,,,,25.53,11.05,2.02,102203.29,0.4,435.17,332.76,0.64,11,02,07,1,0.0,1.0,0.0,0.3
2020-11-02 07:15:00,,,,,,,,,,,,,25.165,11.285,2.1075,102208.8475,0.4175,378.29,333.2475,0.64,11,02,07,1,0.0,1.0,0.0,0.3
2020-11-02 07:30:00,,,,,,,,,,,,,24.8,11.52,2.1950000000000003,102214.405,0.435,321.41,333.735,0.64,11,02,07,1,0.0,1.0,0.0,0.3
2020-11-02 07:45:00,,,,,,,,,,,,,24.435000000000002,11.755,2.2825,102219.9625,0.4525,264.53,334.22249999999997,0.64,11,02,07,1,0.0,1.0,0.0,0.3
2020-11-02 08:00:00,,,,,,,,,,,,,24.07,11.99,2.37,102225.52,0.47,207.65,334.71,0.64,11,02,08,1,0.0,1.0,0.0,0.3
2020-11-02 08:15:00,,,,,,,,,,,,,23.322499999999998,12.2875,2.3875,102237.16500000001,0.505,166.34,333.86,0.585,11,02,08,1,0.0,1.0,0.0,0.3
2020-11-02 08:30:00,,,,,,,,,,,,,22.575,12.585,2.4050000000000002,102248.81,0.54,125.03,333.01,0.53,11,02,08,1,0.0,1.0,0.0,0.3
2020-11-02 08:45:00,,,,,,,,,,,,,21.8275,12.8825,2.4225,102260.455,0.575,83.72,332.15999999999997,0.475,11,02,08,1,0.0,1.0,0.0,0.3
2020-11-02 09:00:00,,,,,,,,,,,,,21.08,13.18,2.44,102272.1,0.61,42.41,331.31,0.42,11,02,09,1,0.0,1.0,0.0,0.3
2020-11-02 09:15:00,,,,,,,,,,,,,20.417499999999997,13.24,2.475,102277.735,0.64,31.807499999999997,329.195,0.38749999999999996,11,02,09,1,0.0,1.0,0.0,0.3
2020-11-02 09:30:00,,,,,,,,,,,,,19.755,13.3,2.51,102283.37,0.6699999999999999,21.205,327.08000000000004,0.355,11,02,09,1,0.0,1.0,0.0,0.3
2020-11-02 09:45:00,,,,,,,,,,,,,19.0925,13.36,2.545,102289.005,0.7,10.6025,324.96500000000003,0.3225,11,02,09,1,0.0,1.0,0.0,0.3
2020-11-02 10:00:00,,,,,,,,,,,,,18.43,13.42,2.58,102294.64,0.73,0.0,322.85,0.29,11,02,10,1,0.0,1.0,0.0,0.3
2020-11-02 10:15:00,,,,,,,,,,,,,18.245,13.41,2.51,102304.7125,0.7375,0.0,321.595,0.285,11,02,10,1,0.0,1.0,0.0,0.3
2020-11-02 10:30:00,,,,,,,,,,,,,18.060000000000002,13.4,2.44,102314.785,0.745,0.0,320.34000000000003,0.28,11,02,10,1,0.0,1.0,0.0,0.3
2020-11-02 10:45:00,,,,,,,,,,,,,17.875,13.39,2.37,102324.8575,0.7525,0.0,319.085,0.275,11,02,10,1,0.0,1.0,0.0,0.3
2020-11-02 11:00:00,,,,,,,,,,,,,17.69,13.38,2.3,102334.93,0.76,0.0,317.83,0.27,11,02,11,1,0.0,1.0,0.0,0.3
2020-11-02 11:15:00,,,,,,,,,,,,,17.39,13.42,2.1799999999999997,102336.20999999999,0.7775,0.0,317.235,0.225,11,02,11,1,0.0,1.0,0.0,0.3
2020-11-02 11:30:00,,,,,,,,,,,,,17.09,13.46,2.06,102337.48999999999,0.7949999999999999,0.0,316.64,0.18,11,02,11,1,0.0,1.0,0.0,0.3
2020-11-02 11:45:00,,,,,,,,,,,,,16.79,13.5,1.94,102338.77,0.8125,0.0,316.04499999999996,0.135,11,02,11,1,0.0,1.0,0.0,0.3
2020-11-02 12:00:00,,,,,,,,,,,,,16.49,13.54,1.82,102340.05,0.83,0.0,315.45,0.09,11,02,12,1,0.0,1.0,0.0,0.3
2020-11-02 12:15:00,,,,,,,,,,,,,16.285,13.522499999999999,1.7875,102331.16750000001,0.84,0.0,314.9475,0.0675,11,02,12,1,0.0,1.0,0.0,0.3
2020-11-02 12:30:00,,,,,,,,,,,,,16.08,13.504999999999999,1.755,102322.285,0.85,0.0,314.445,0.045,11,02,12,1,0.0,1.0,0.0,0.3
2020-11-02 12:45:00,,,,,,,,,,,,,15.875,13.4875,1.7225,102313.4025,0.86,0.0,313.9425,0.022499999999999992,11,02,12,1,0.0,1.0,0.0,0.3
2020-11-02 13:00:00,,,,,,,,,,,,,15.67,13.47,1.69,102304.52,0.87,0.0,313.44,0.0,11,02,13,1,0.0,1.0,0.0,0.3
2020-11-02 13:15:00,,,,,,,,,,,,,15.525,13.34,1.75,102292.9325,0.87,0.0,312.895,0.0,11,02,13,1,0.0,1.0,0.0,0.3
2020-11-02 13:30:00,,,,,,,,,,,,,15.379999999999999,13.21,1.81,102281.345,0.87,0.0,312.35,0.0,11,02,13,1,0.0,1.0,0.0,0.3
2020-11-02 13:45:00,,,,,,,,,,,,,15.235,13.08,1.8699999999999999,102269.7575,0.87,0.0,311.805,0.0,11,02,13,1,0.0,1.0,0.0,0.3
2020-11-02 14:00:00,,,,,,,,,,,,,15.09,12.95,1.93,102258.17,0.87,0.0,311.26,0.0,11,02,14,1,0.0,1.0,0.0,0.3
2020-11-02 14:15:00,,,,,,,,,,,,,15.004999999999999,12.875,1.9625,102241.0975,0.87,0.0,310.78999999999996,0.0,11,02,14,1,0.0,1.0,0.0,0.3
2020-11-02 14:30:00,,,,,,,,,,,,,14.92,12.8,1.995,102224.025,0.87,0.0,310.32,0.0,11,02,14,1,0.0,1.0,0.0,0.3
2020-11-02 14:45:00,,,,,,,,,,,,,14.835,12.725,2.0275,102206.9525,0.87,0.0,309.85,0.0,11,02,14,1,0.0,1.0,0.0,0.3
2020-11-02 15:00:00,,,,,,,,,,,,,14.75,12.65,2.06,102189.88,0.87,0.0,309.38,0.0,11,02,15,1,0.0,1.0,0.0,0.3
